language,filename,DirPath,Returncode,Command,Output,Stdout,Stderr
C++,C#ToC++.c++,./Projects/Baklava/Executions3\08-05-2024_19h01m56s\C#ToC++.c++,1,g++ ./Projects/Baklava/Executions3\08-05-2024_19h01m56s\C#ToC++.c++ -o ./Projects/Baklava/Executions3\08-05-2024_19h01m56s\outputCPP,b'',"./Projects/Baklava/Executions3\08-05-2024_19h01m56s\C#ToC++.c++: In static member function 'static void Cpp::Main()':
./Projects/Baklava/Executions3\08-05-2024_19h01m56s\C#ToC++.c++:7:14: error: 'int8_t' was not declared in this scope
    7 |         for (int8_t i = 0; i < 10; i++) {
      |              ^~~~~~
./Projects/Baklava/Executions3\08-05-2024_19h01m56s\C#ToC++.c++:2:1: note: 'int8_t' is defined in header '<cstdint>'; did you forget to '#include <cstdint>'?
    1 | #include <iostream>
  +++ |+#include <cstdint>
    2 | #include <string>
./Projects/Baklava/Executions3\08-05-2024_19h01m56s\C#ToC++.c++:7:28: error: 'i' was not declared in this scope
    7 |         for (int8_t i = 0; i < 10; i++) {
      |                            ^
./Projects/Baklava/Executions3\08-05-2024_19h01m56s\C#ToC++.c++:11:14: error: 'int8_t' was not declared in this scope
   11 |         for (int8_t i = 10; i >= 0; i--) {
      |              ^~~~~~
./Projects/Baklava/Executions3\08-05-2024_19h01m56s\C#ToC++.c++:11:14: note: 'int8_t' is defined in header '<cstdint>'; did you forget to '#include <cstdint>'?
./Projects/Baklava/Executions3\08-05-2024_19h01m56s\C#ToC++.c++:11:29: error: 'i' was not declared in this scope
   11 |         for (int8_t i = 10; i >= 0; i--) {
      |                             ^
",
C++,C#ToC++.c++,./Projects/Baklava/Executions3\08-05-2024_19h12m09s\C#ToC++.c++,1,g++ ./Projects/Baklava/Executions3\08-05-2024_19h12m09s\C#ToC++.c++ -o ./Projects/Baklava/Executions3\08-05-2024_19h12m09s\outputCPP,b'',"./Projects/Baklava/Executions3\08-05-2024_19h12m09s\C#ToC++.c++: In function 'int main()':
./Projects/Baklava/Executions3\08-05-2024_19h12m09s\C#ToC++.c++:6:10: error: 'int8_t' was not declared in this scope
    6 |     for (int8_t i = 0; i < 10; i++) {
      |          ^~~~~~
./Projects/Baklava/Executions3\08-05-2024_19h12m09s\C#ToC++.c++:2:1: note: 'int8_t' is defined in header '<cstdint>'; did you forget to '#include <cstdint>'?
    1 | #include <iostream>
  +++ |+#include <cstdint>
    2 | #include <string>
./Projects/Baklava/Executions3\08-05-2024_19h12m09s\C#ToC++.c++:6:24: error: 'i' was not declared in this scope
    6 |     for (int8_t i = 0; i < 10; i++) {
      |                        ^
./Projects/Baklava/Executions3\08-05-2024_19h12m09s\C#ToC++.c++:11:10: error: 'int8_t' was not declared in this scope
   11 |     for (int8_t i = 10; i >= 0; i--) {
      |          ^~~~~~
./Projects/Baklava/Executions3\08-05-2024_19h12m09s\C#ToC++.c++:11:10: note: 'int8_t' is defined in header '<cstdint>'; did you forget to '#include <cstdint>'?
./Projects/Baklava/Executions3\08-05-2024_19h12m09s\C#ToC++.c++:11:25: error: 'i' was not declared in this scope
   11 |     for (int8_t i = 10; i >= 0; i--) {
      |                         ^
",
C++,HaskellToC++.c++,./Projects/Baklava/Executions3\08-05-2024_19h01m56s\HaskellToC++.c++,1,g++ ./Projects/Baklava/Executions3\08-05-2024_19h01m56s\HaskellToC++.c++ -o ./Projects/Baklava/Executions3\08-05-2024_19h01m56s\outputCPP,b'',"./Projects/Baklava/Executions3\08-05-2024_19h01m56s\HaskellToC++.c++: In function 'std::string baklavaGrow(int, int)':
./Projects/Baklava/Executions3\08-05-2024_19h01m56s\HaskellToC++.c++:10:43: error: 'baklavaShrink' was not declared in this scope; did you mean 'baklavaGrow'?
   10 |         return line(0, asterisk) + ""\n"" + baklavaShrink(1, asterisk - 2);
      |                                           ^~~~~~~~~~~~~
      |                                           baklavaGrow
",
C++,HaskellToC++.c++,./Projects/Baklava/Executions3\08-05-2024_19h05m24s\HaskellToC++.c++,1,g++ ./Projects/Baklava/Executions3\08-05-2024_19h05m24s\HaskellToC++.c++ -o ./Projects/Baklava/Executions3\08-05-2024_19h05m24s\outputCPP,b'',"./Projects/Baklava/Executions3\08-05-2024_19h05m24s\HaskellToC++.c++: In function 'std::string baklavaGrow(int, int)':
./Projects/Baklava/Executions3\08-05-2024_19h05m24s\HaskellToC++.c++:14:43: error: 'baklavaShrink' was not declared in this scope; did you mean 'baklavaGrow'?
   14 |         return line(0, asterisk) + ""\n"" + baklavaShrink(1, asterisk - 2);
      |                                           ^~~~~~~~~~~~~
      |                                           baklavaGrow
",
C++,HaskellToC++.c++,./Projects/Baklava/Executions3\08-05-2024_19h08m50s\HaskellToC++.c++,1,g++ ./Projects/Baklava/Executions3\08-05-2024_19h08m50s\HaskellToC++.c++ -o ./Projects/Baklava/Executions3\08-05-2024_19h08m50s\outputCPP,b'',"./Projects/Baklava/Executions3\08-05-2024_19h08m50s\HaskellToC++.c++: In function 'std::string baklavaGrow(int, int)':
./Projects/Baklava/Executions3\08-05-2024_19h08m50s\HaskellToC++.c++:10:44: error: 'baklavaShrink' was not declared in this scope; did you mean 'baklavaGrow'?
   10 |         return line(0, asterisks) + ""\n"" + baklavaShrink(1, asterisks - 2);
      |                                            ^~~~~~~~~~~~~
      |                                            baklavaGrow
",
Haskell,C#ToHaskell.hs,./Projects/Baklava/Executions3\08-05-2024_19h01m56s\C#ToHaskell.hs,1,ghc ./Projects/Baklava/Executions3\08-05-2024_19h01m56s\C#ToHaskell.hs -o ./Projects/Baklava/Executions3\08-05-2024_19h01m56s\outputHS,"b'Loaded package environment from C:\\Users\\mager\\AppData\\Roaming\\ghc\\x86_64-mingw32-9.10.1\\environments\\default\r\n[1 of 2] Compiling Main             ( Projects\\Baklava\\Executions3\\08-05-2024_19h01m56s\\C#ToHaskell.hs, Projects\\Baklava\\Executions3\\08-05-2024_19h01m56s\\C#ToHaskell.o )\r\n'","Projects\Baklava\Executions3\08-05-2024_19h01m56s\C#ToHaskell.hs:19:1: error: [GHC-58481]
    parse error on input `spaces'
   |
19 | spaces :: Int -> String
   | ^^^^^^

",
Haskell,C++ToHaskell.hs,./Projects/Baklava/Executions3\08-05-2024_18h58m45s\C++ToHaskell.hs,1,ghc ./Projects/Baklava/Executions3\08-05-2024_18h58m45s\C++ToHaskell.hs -o ./Projects/Baklava/Executions3\08-05-2024_18h58m45s\outputHS,"b'Loaded package environment from C:\\Users\\mager\\AppData\\Roaming\\ghc\\x86_64-mingw32-9.10.1\\environments\\default\r\n[1 of 2] Compiling Main             ( Projects\\Baklava\\Executions3\\08-05-2024_18h58m45s\\C++ToHaskell.hs, Projects\\Baklava\\Executions3\\08-05-2024_18h58m45s\\C++ToHaskell.o )\r\n'","Projects\Baklava\Executions3\08-05-2024_18h58m45s\C++ToHaskell.hs:27:86: error: [GHC-58481]
    parse error on input `in'
   |
27 | This Haskell code will correctly generate and print the pyramid pattern as specified in the original C++ code.
   |                                                                                      ^^

",
Haskell,C++ToHaskell.hs,./Projects/Baklava/Executions3\08-05-2024_19h01m56s\C++ToHaskell.hs,1,ghc ./Projects/Baklava/Executions3\08-05-2024_19h01m56s\C++ToHaskell.hs -o ./Projects/Baklava/Executions3\08-05-2024_19h01m56s\outputHS,"b'Loaded package environment from C:\\Users\\mager\\AppData\\Roaming\\ghc\\x86_64-mingw32-9.10.1\\environments\\default\r\n[1 of 2] Compiling Main             ( Projects\\Baklava\\Executions3\\08-05-2024_19h01m56s\\C++ToHaskell.hs, Projects\\Baklava\\Executions3\\08-05-2024_19h01m56s\\C++ToHaskell.o )\r\n'","Projects\Baklava\Executions3\08-05-2024_19h01m56s\C++ToHaskell.hs:6:44: error: [GHC-39999]
    * No instance for `Integral String' arising from a use of `div'
    * In the expression: printPattern 1 (n + 1) `div` 2
      In an equation for `upperPart':
          upperPart = printPattern 1 (n + 1) `div` 2
      In a stmt of a 'do' block:
        let upperPart = printPattern 1 (n + 1) `div` 2
  |
6 |     let upperPart = printPattern 1 (n + 1) `div` 2
  |                                            ^^^^^

Projects\Baklava\Executions3\08-05-2024_19h01m56s\C++ToHaskell.hs:6:50: error: [GHC-39999]
    * No instance for `Num String' arising from the literal `2'
    * In the second argument of `div', namely `2'
      In the expression: printPattern 1 (n + 1) `div` 2
      In an equation for `upperPart':
          upperPart = printPattern 1 (n + 1) `div` 2
  |
6 |     let upperPart = printPattern 1 (n + 1) `div` 2
  |                                                  ^

",
Haskell,CToHaskell.hs,./Projects/Baklava/Executions3\08-05-2024_19h08m50s\CToHaskell.hs,1,ghc ./Projects/Baklava/Executions3\08-05-2024_19h08m50s\CToHaskell.hs -o ./Projects/Baklava/Executions3\08-05-2024_19h08m50s\outputHS,"b'Loaded package environment from C:\\Users\\mager\\AppData\\Roaming\\ghc\\x86_64-mingw32-9.10.1\\environments\\default\r\n[1 of 2] Compiling Main             ( Projects\\Baklava\\Executions3\\08-05-2024_19h08m50s\\CToHaskell.hs, Projects\\Baklava\\Executions3\\08-05-2024_19h08m50s\\CToHaskell.o )\r\n'","Projects\Baklava\Executions3\08-05-2024_19h08m50s\CToHaskell.hs:9:18: error: [GHC-83865]
    * Couldn't match expected type: IO ()
                  with actual type: [()]
    * In the expression:
        mapM_ printLine [0 .. n - 1] ++ mapM_ printLine [n - 1, n - 2 .. 0]
      In an equation for `printPyramid':
          printPyramid n
            = mapM_ printLine [0 .. n - 1]
                ++ mapM_ printLine [n - 1, n - 2 .. 0]
  |
9 | printPyramid n = mapM_ printLine [0..n-1] ++ mapM_ printLine [n-1, n-2 .. 0]
  |                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Projects\Baklava\Executions3\08-05-2024_19h08m50s\CToHaskell.hs:9:24: error: [GHC-83865]
    * Couldn't match type `IO' with `[]'
      Expected: Int -> [()]
        Actual: Int -> IO ()
    * In the first argument of `mapM_', namely `printLine'
      In the first argument of `(++)', namely
        `mapM_ printLine [0 .. n - 1]'
      In the expression:
        mapM_ printLine [0 .. n - 1] ++ mapM_ printLine [n - 1, n - 2 .. 0]
  |
9 | printPyramid n = mapM_ printLine [0..n-1] ++ mapM_ printLine [n-1, n-2 .. 0]
  |                        ^^^^^^^^^

Projects\Baklava\Executions3\08-05-2024_19h08m50s\CToHaskell.hs:9:52: error: [GHC-83865]
    * Couldn't match type `IO' with `[]'
      Expected: Int -> [()]
        Actual: Int -> IO ()
    * In the first argument of `mapM_', namely `printLine'
      In the second argument of `(++)', namely
        `mapM_ printLine [n - 1, n - 2 .. 0]'
      In the expression:
        mapM_ printLine [0 .. n - 1] ++ mapM_ printLine [n - 1, n - 2 .. 0]
  |
9 | printPyramid n = mapM_ printLine [0..n-1] ++ mapM_ printLine [n-1, n-2 .. 0]
  |                                                    ^^^^^^^^^

",
Haskell,JavaToHaskell.hs,./Projects/Baklava/Executions3\08-05-2024_18h58m45s\JavaToHaskell.hs,1,ghc ./Projects/Baklava/Executions3\08-05-2024_18h58m45s\JavaToHaskell.hs -o ./Projects/Baklava/Executions3\08-05-2024_18h58m45s\outputHS,b'Loaded package environment from C:\\Users\\mager\\AppData\\Roaming\\ghc\\x86_64-mingw32-9.10.1\\environments\\default\r\n',"<no location info>: error: [GHC-95379]
    Output was redirected with -o, but no output will be generated.
    There is no module named `Main'.

",
