language,filename,DirPath,Returncode,Command,Output,Stdout,Stderr
Pascal,C++ToPascal.pas,./Projects/HumanEvalX\108\ExecutionsExp20Run1\01-12-2026_23h28m11s\C++ToPascal.pas,1,fpc ./Projects/HumanEvalX\108\ExecutionsExp20Run1\01-12-2026_23h28m11s\C++ToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\108\\ExecutionsExp20Run1\\01-12-2026_23h28m11s\\C++ToPascal.pas\r\nC++ToPascal.pas(44,19) Warning: function result variable of a managed type does not seem to be initialized\r\nC++ToPascal.pas(67,12) Error: Illegal expression\r\nC++ToPascal.pas(67,12) Fatal: Syntax error, "";"" expected but ""("" found\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
c#,JavascriptToC#.cs,./Projects/HumanEvalX\113\ExecutionsExp20Run1\01-12-2026_23h39m21s\JavascriptToC#.cs,1,csc.bat /out:./Projects/HumanEvalX\113\ExecutionsExp20Run1\01-12-2026_23h39m21s\JavascriptToC#.exe ./Projects/HumanEvalX\113\ExecutionsExp20Run1\01-12-2026_23h39m21s\JavascriptToC#.cs,"b""Microsoft (R) Visual C# Compiler version 3.9.0-6.21124.20 (db94f4cc)\r\nCopyright (C) Microsoft Corporation. All rights reserved.\r\n\r\nProjects\\HumanEvalX\\113\\ExecutionsExp20Run1\\01-12-2026_23h39m21s\\JavascriptToC#.cs(4,19): error CS0234: The type or namespace name 'Json' does not exist in the namespace 'System.Text' (are you missing an assembly reference?)\r\n""",
Pascal,JavaToPascal.pas,./Projects/HumanEvalX\121\ExecutionsExp20Run1\01-12-2026_23h53m38s\JavaToPascal.pas,1,fpc ./Projects/HumanEvalX\121\ExecutionsExp20Run1\01-12-2026_23h53m38s\JavaToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\121\\ExecutionsExp20Run1\\01-12-2026_23h53m38s\\JavaToPascal.pas\r\nJavaToPascal.pas(2,2) Error: Mode switch ""DELPHI"" not allowed here\r\nJavaToPascal.pas(32,15) Error: Identifier not found ""TStringDynArray""\r\nJavaToPascal.pas(32,30) Error: Error in type definition\r\nJavaToPascal.pas(45,22) Error: Type mismatch\r\nJavaToPascal.pas(46,23) Error: Type mismatch\r\nJavaToPascal.pas(48,44) Error: Illegal qualifier\r\nJavaToPascal.pas(69) Fatal: There were 6 errors compiling module, stopping\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,PythonToPascal.pas,./Projects/HumanEvalX\142\ExecutionsExp20Run1\01-13-2026_00h37m04s\PythonToPascal.pas,1,fpc ./Projects/HumanEvalX\142\ExecutionsExp20Run1\01-13-2026_00h37m04s\PythonToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\142\\ExecutionsExp20Run1\\01-13-2026_00h37m04s\\PythonToPascal.pas\r\nPythonToPascal.pas(39,12) Error: Illegal expression\r\nPythonToPascal.pas(39,12) Fatal: Syntax error, "";"" expected but ""("" found\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,JavaToPascal.pas,./Projects/HumanEvalX\143\ExecutionsExp20Run1\01-13-2026_00h39m43s\JavaToPascal.pas,1,fpc ./Projects/HumanEvalX\143\ExecutionsExp20Run1\01-13-2026_00h39m43s\JavaToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\143\\ExecutionsExp20Run1\\01-13-2026_00h39m43s\\JavaToPascal.pas\r\nJavaToPascal.pas(43,13) Error: Identifier not found ""Join""\r\nJavaToPascal.pas(59,4) Fatal: There were 1 errors compiling module, stopping\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,JavaToPascal.pas,./Projects/HumanEvalX\158\ExecutionsExp20Run1\01-13-2026_05h52m24s\JavaToPascal.pas,1,fpc ./Projects/HumanEvalX\158\ExecutionsExp20Run1\01-13-2026_05h52m24s\JavaToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\158\\ExecutionsExp20Run1\\01-13-2026_05h52m24s\\JavaToPascal.pas\r\nJavaToPascal.pas(9,24) Error: Identifier not found ""specialize""\r\nJavaToPascal.pas(9,35) Error: Error in type definition\r\nJavaToPascal.pas(9,35) Fatal: Syntax error, "";"" expected but ""identifier TFPLIST"" found\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,JavascriptToPascal.pas,./Projects/HumanEvalX\21\ExecutionsExp20Run1\01-13-2026_11h21m24s\JavascriptToPascal.pas,1,fpc ./Projects/HumanEvalX\21\ExecutionsExp20Run1\01-13-2026_11h21m24s\JavascriptToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\21\\ExecutionsExp20Run1\\01-13-2026_11h21m24s\\JavascriptToPascal.pas\r\nJavascriptToPascal.pas(86,50) Warning: Symbol ""Create"" is deprecated: ""use options form instead""\r\nJavascriptToPascal.pas(124,5) Error: Illegal expression\r\nJavascriptToPascal.pas(125,7) Fatal: Syntax error, "";"" expected but ""IF"" found\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,C++ToPascal.pas,./Projects/HumanEvalX\3\ExecutionsExp20Run1\01-13-2026_11h38m16s\C++ToPascal.pas,1,fpc ./Projects/HumanEvalX\3\ExecutionsExp20Run1\01-13-2026_11h38m16s\C++ToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\3\\ExecutionsExp20Run1\\01-13-2026_11h38m16s\\C++ToPascal.pas\r\nC++ToPascal.pas(33,19) Warning: function result variable of a managed type does not seem to be initialized\r\nC++ToPascal.pas(49,8) Error: Illegal expression\r\nC++ToPascal.pas(49,8) Fatal: Syntax error, "";"" expected but ""("" found\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,C++ToPascal.pas,./Projects/HumanEvalX\40\ExecutionsExp20Run1\01-13-2026_11h56m31s\C++ToPascal.pas,1,fpc ./Projects/HumanEvalX\40\ExecutionsExp20Run1\01-13-2026_11h56m31s\C++ToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\40\\ExecutionsExp20Run1\\01-13-2026_11h56m31s\\C++ToPascal.pas\r\nC++ToPascal.pas(57,12) Error: Illegal expression\r\nC++ToPascal.pas(57,12) Fatal: Syntax error, "";"" expected but ""("" found\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,C++ToPascal.pas,./Projects/HumanEvalX\43\ExecutionsExp20Run1\01-13-2026_12h03m04s\C++ToPascal.pas,1,fpc ./Projects/HumanEvalX\43\ExecutionsExp20Run1\01-13-2026_12h03m04s\C++ToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\43\\ExecutionsExp20Run1\\01-13-2026_12h03m04s\\C++ToPascal.pas\r\nC++ToPascal.pas(69,12) Error: Illegal expression\r\nC++ToPascal.pas(69,12) Fatal: Syntax error, "";"" expected but ""("" found\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
