language,filename,DirPath,Returncode,Command,Output,Stdout,Stderr
Haskell,JavaToHaskell.hs,./Projects/PrimeNumber/Executions2\07-28-2024_12h52m33s\JavaToHaskell.hs,1,ghc ./Projects/PrimeNumber/Executions2\07-28-2024_12h52m33s\JavaToHaskell.hs -o ./Projects/PrimeNumber/Executions2\07-28-2024_12h52m33s\outputHS,"b'[1 of 2] Compiling Main             ( Projects\\PrimeNumber\\Executions2\\07-28-2024_12h52m33s\\JavaToHaskell.hs, Projects\\PrimeNumber\\Executions2\\07-28-2024_12h52m33s\\JavaToHaskell.o )\r\n'","Projects\PrimeNumber\Executions2\07-28-2024_12h52m33s\JavaToHaskell.hs:31:1: error: [GHC-58481]
    parse error on input `import'
   |
31 | import System.Environment (getArgs)
   | ^^^^^^

",
Haskell,JavaToHaskell.hs,./Projects/PrimeNumber/Executions2\07-28-2024_12h55m31s\JavaToHaskell.hs,1,ghc ./Projects/PrimeNumber/Executions2\07-28-2024_12h55m31s\JavaToHaskell.hs -o ./Projects/PrimeNumber/Executions2\07-28-2024_12h55m31s\outputHS,b'',"Projects\PrimeNumber\Executions2\07-28-2024_12h55m31s\JavaToHaskell.hs:1:14: error: [GHC-46537]
    Unsupported extension: Exception
  |
1 | {-# LANGUAGE Exception #-}
  |              ^^^^^^^^^

",
Haskell,JavaToHaskell.hs,./Projects/PrimeNumber/Executions2\07-28-2024_12h58m20s\JavaToHaskell.hs,1,ghc ./Projects/PrimeNumber/Executions2\07-28-2024_12h58m20s\JavaToHaskell.hs -o ./Projects/PrimeNumber/Executions2\07-28-2024_12h58m20s\outputHS,"b'[1 of 2] Compiling Main             ( Projects\\PrimeNumber\\Executions2\\07-28-2024_12h58m20s\\JavaToHaskell.hs, Projects\\PrimeNumber\\Executions2\\07-28-2024_12h58m20s\\JavaToHaskell.o )\r\n'","Projects\PrimeNumber\Executions2\07-28-2024_12h58m20s\JavaToHaskell.hs:8:10: error: [GHC-76037]
    Not in scope: type constructor or class `Exception'
    Suggested fix:
      Add `Exception' to the import list in the import of
      `Control.Exception'
      (at Projects\PrimeNumber\Executions2\07-28-2024_12h58m20s\JavaToHaskell.hs:4:1-47).
  |
8 | instance Exception PrimeNumberException
  |          ^^^^^^^^^

",
Haskell,JavaToHaskell.hs,./Projects/PrimeNumber/Executions2\07-28-2024_13h01m15s\JavaToHaskell.hs,1,ghc ./Projects/PrimeNumber/Executions2\07-28-2024_13h01m15s\JavaToHaskell.hs -o ./Projects/PrimeNumber/Executions2\07-28-2024_13h01m15s\outputHS,"b'[1 of 2] Compiling Main             ( Projects\\PrimeNumber\\Executions2\\07-28-2024_13h01m15s\\JavaToHaskell.hs, Projects\\PrimeNumber\\Executions2\\07-28-2024_13h01m15s\\JavaToHaskell.o )\r\n'","Projects\PrimeNumber\Executions2\07-28-2024_13h01m15s\JavaToHaskell.hs:26:1: error: [GHC-58481]
    parse error on input `import'
   |
26 | import System.Environment (getArgs)
   | ^^^^^^

",
Haskell,JavaToHaskell.hs,./Projects/PrimeNumber/Executions2\07-28-2024_13h04m13s\JavaToHaskell.hs,1,ghc ./Projects/PrimeNumber/Executions2\07-28-2024_13h04m13s\JavaToHaskell.hs -o ./Projects/PrimeNumber/Executions2\07-28-2024_13h04m13s\outputHS,"b'[1 of 2] Compiling Main             ( Projects\\PrimeNumber\\Executions2\\07-28-2024_13h04m13s\\JavaToHaskell.hs, Projects\\PrimeNumber\\Executions2\\07-28-2024_13h04m13s\\JavaToHaskell.o )\r\n'","Projects\PrimeNumber\Executions2\07-28-2024_13h04m13s\JavaToHaskell.hs:33:32: error: [GHC-58481]
    parse error on input `,'
   |
33 | To compile and run this program, ensure you have the GHC compiler installed and you can run it with an input argument like so:
   |                                ^

",
Haskell,JavascriptToHaskell.hs,./Projects/PrimeNumber/Executions2\07-28-2024_12h52m33s\JavascriptToHaskell.hs,1,ghc ./Projects/PrimeNumber/Executions2\07-28-2024_12h52m33s\JavascriptToHaskell.hs -o ./Projects/PrimeNumber/Executions2\07-28-2024_12h52m33s\outputHS,"b'[1 of 2] Compiling Main             ( Projects\\PrimeNumber\\Executions2\\07-28-2024_12h52m33s\\JavascriptToHaskell.hs, Projects\\PrimeNumber\\Executions2\\07-28-2024_12h52m33s\\JavascriptToHaskell.o )\r\n'","Projects\PrimeNumber\Executions2\07-28-2024_12h52m33s\JavascriptToHaskell.hs:18:20: error: [GHC-58481]
    parse error on input `import'
   |
18 | Note: Make sure to import `Data.Maybe` and define the `readMaybe` function as follows:
   |                    ^^^^^^

",
Haskell,JavascriptToHaskell.hs,./Projects/PrimeNumber/Executions2\07-28-2024_13h04m13s\JavascriptToHaskell.hs,1,ghc ./Projects/PrimeNumber/Executions2\07-28-2024_13h04m13s\JavascriptToHaskell.hs -o ./Projects/PrimeNumber/Executions2\07-28-2024_13h04m13s\outputHS,"b'[1 of 2] Compiling Main             ( Projects\\PrimeNumber\\Executions2\\07-28-2024_13h04m13s\\JavascriptToHaskell.hs, Projects\\PrimeNumber\\Executions2\\07-28-2024_13h04m13s\\JavascriptToHaskell.o )\r\n'","Projects\PrimeNumber\Executions2\07-28-2024_13h04m13s\JavascriptToHaskell.hs:13:31: error: [GHC-88464]
    Variable not in scope: listToMaybe :: [String] -> Maybe String
    Suggested fix:
      Add `listToMaybe' to the import list in the import of `Data.Maybe'
      (at Projects\PrimeNumber\Executions2\07-28-2024_13h04m13s\JavascriptToHaskell.hs:2:1-29).
   |
13 |     let input = fromMaybe """" (listToMaybe args)
   |                               ^^^^^^^^^^^

",
Haskell,PythonToHaskell.hs,./Projects/PrimeNumber/Executions2\07-28-2024_12h52m33s\PythonToHaskell.hs,1,ghc ./Projects/PrimeNumber/Executions2\07-28-2024_12h52m33s\PythonToHaskell.hs -o ./Projects/PrimeNumber/Executions2\07-28-2024_12h52m33s\outputHS,"b'[1 of 2] Compiling Main             ( Projects\\PrimeNumber\\Executions2\\07-28-2024_12h52m33s\\PythonToHaskell.hs, Projects\\PrimeNumber\\Executions2\\07-28-2024_12h52m33s\\PythonToHaskell.o )\r\n'","Projects\PrimeNumber\Executions2\07-28-2024_12h52m33s\PythonToHaskell.hs:26:165: error: [GHC-58481]
    parse error on input `,'
   |
26 | Ensure that you have the necessary Haskell environment set up to compile and run this code. The program checks if a given non-negative integer is prime or composite, similar to the provided Python code.
   |                                                                                                                                                                     ^

",
Haskell,PythonToHaskell.hs,./Projects/PrimeNumber/Executions2\07-28-2024_13h04m13s\PythonToHaskell.hs,1,ghc ./Projects/PrimeNumber/Executions2\07-28-2024_13h04m13s\PythonToHaskell.hs -o ./Projects/PrimeNumber/Executions2\07-28-2024_13h04m13s\outputHS,"b'[1 of 2] Compiling Main             ( Projects\\PrimeNumber\\Executions2\\07-28-2024_13h04m13s\\PythonToHaskell.hs, Projects\\PrimeNumber\\Executions2\\07-28-2024_13h04m13s\\PythonToHaskell.o )\r\n'","Projects\PrimeNumber\Executions2\07-28-2024_13h04m13s\PythonToHaskell.hs:26:14: error: [GHC-83865]
    * Couldn't match type: IO String
                     with: [Char]
      Expected: String
        Actual: IO String
    * In the first argument of `putStrLn', namely `result'
      In the first argument of `catch', namely `putStrLn result'
      In a stmt of a 'do' block: putStrLn result `catch` handler
   |
26 |     putStrLn result `catch` handler
   |              ^^^^^^

",
Pascal,C#ToPascal.pas,./Projects/PrimeNumber/Executions2\07-28-2024_12h52m33s\C#ToPascal.pas,1,fpc ./Projects/PrimeNumber/Executions2\07-28-2024_12h52m33s\C#ToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\PrimeNumber\\Executions2\\07-28-2024_12h52m33s\\C#ToPascal.pas\r\nC#ToPascal.pas(15,7) Error: Ordinal expression expected\r\nC#ToPascal.pas(29,3) Error: Identifier not found ""try""\r\nC#ToPascal.pas(30,5) Fatal: Syntax error, "";"" expected but ""IF"" found\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",,
